,date,Headlines
4948,2012-10-05,"Today’s Scuttlebot: Instagram Manners, and Cramer on Hewlett-Packard"
4949,2012-10-05,The Best of Instagram | Highlights from T’s Fashion Week Feed
4950,2012-10-05,Facebook’s 5% Solution in Data Centers
4951,2012-10-09,Facebook Offers to Sweeten Deal to Settle ‘Sponsored Stories’ Suit
4952,2012-10-10,Did a Ban on Facebook and YouTube Save Lives in Kashmir?
4953,2012-10-11,Fed Governor Suggests Congress Weigh Laws to Limit Bank Size
4954,2012-10-11,Tip of the Week: Posting Photos Quickly to Facebook in iOS 6
4955,2012-10-12,Ryan Questions Timetable on Afghanistan
4956,2012-10-12,"Drafting Antitrust Case, F.T.C. Raises Pressure on Google"
4957,2012-10-15,Congressional Races Getting Positively Negative
4958,2012-10-18,Should Industry Face More Cybersecurity Mandates?
4959,2012-10-18,"Today’s Scuttlebot: Hollywood’s Silliest Computers, and Facebook Changes Dating"
4960,2012-10-19,G.O.P. Congresswoman in Fight to Retain a Hudson Valley Seat
4961,2012-10-19,When You Ask a Senator or Member of Congress for Help
4962,2012-10-20,"James R. Grover Jr., Ex-Congressman From Long Island, Dies at 93"
4963,2012-10-22,For Congress From New York and Connecticut
4964,2012-10-22,Earnings Report Gives Yahoo’s New Chief a Good Start
4965,2012-10-23,"As a Long Island Congressional Race Tightens, Its Pace Becomes More Harried"
4966,2012-10-23,Facebook Revenue Surpasses Forecasts
4967,2012-10-24,Credit Card Data Breach at Barnes & Noble Stores
4968,2012-10-24,Barnes & Noble Stores Where Hacking Was Detected
4969,2012-10-24,European Antitrust Officials Say Microsoft Violated Deal
4970,2012-10-24,Business Day Live: Credit Card Data Breach at Barnes & Noble Stores
4971,2012-10-24,Facebook Posts Largest Single-Day Gain
4972,2012-10-26,Q&A: Troubleshooting Video Problems in Facebook
4973,2012-10-26,Man Claiming Facebook Ownership Arrested on Fraud Charges
4974,2012-10-26,Today’s Scuttlebot: Facebook E-Mail Sales and Twitter in Politics
4975,2012-10-28,"Ex-Outsiders, Running on Record in Congress"
4976,2012-10-29,When Hacking Was in Its Infancy
4977,2012-10-29,"On Instagram, 10 Photos a Second of #sandy"
4978,2012-10-30,"On Facebook, Gay Politics Quickly Gets Personal"
4979,2012-10-30,Lawyer Withdraws From Case by Man Claiming Facebook Ownership
4980,2012-10-31,Facebook Stock Continues Fall as Employees Sell
4981,2013-01-02,"From Congress to Halls of State, in New Hampshire, Women Rule"
4982,2013-01-02,"More Facebook Changes, Aimed at Users on the Go"
4983,2013-01-03,My Last Day in Congress
4984,2013-01-03,How to Get a New Assault-Weapons Ban Through Congress
4985,2013-01-03,Google’s Antitrust Victory
4986,2013-01-03,A Snapshot of the Growing Ranks of Women in Congress
4987,2013-01-03,The 113th Congress Begins
4988,2013-01-04,Congress Renews Credit for Biodiesel Industry
4989,2013-01-04,Day of Records and Firsts as 113th Congress Opens
4990,2013-01-04,The Opening Day of the 113th Congress
4991,2013-01-04,Google’s Antitrust Victory
4992,2013-01-04,A Changing of the Guard Among Veterans in Congress
4993,2013-01-04,Congress Passes a $9.7 Billion Storm Relief Measure
4994,2013-01-05,Google Wins an Antitrust Battle
4995,2013-01-05,Their Apps Track You. Will Congress Track Them?
4996,2013-01-07,Critics of Google Antitrust Ruling Fault the Focus
4997,2013-01-08,Trial Begins for Scotland Yard Officer in Phone-Hacking Scandal
4998,2013-01-08,"After Newtown, Congress Must Act on Guns, Pelosi Says"
4999,2013-01-08,Pelosi Previews the New Congress
5000,2013-01-08,Christie Lauds New Jersey’s Fortitude and Presses Congress for Storm Funds
5001,2013-01-09,"Bank Hacking Was the Work of Iranians, Officials Say"
5002,2013-01-11,Officer at Scotland Yard Is Guilty in Hacking Trial
5003,2013-01-14,"With U.P.S. Deal, European Antitrust Regulators Block Another Big Merger"
5004,2013-01-14,Geithner Urges Congress to Act ‘as Early as Possible’ on Debt Ceiling
5005,2013-01-15,Fortunes of Facebook May Hinge on Searches
5006,2013-01-15,"Group From Congress Asks, Why Does America Hate Us? (Answer: See Congress)"
5007,2013-01-15,Does Facebook Ever Make You Feel Bad?
5008,2013-01-15,Daily Report: Facebook’s Challenge in Search
5009,2013-01-15,Facebook Unveils a New Search Tool
5010,2013-01-16,Daily Report: Facebook Introduces a New Search Tool
5011,2013-01-16,"Ex-Governor, Disgraced in Scandal, Eyes Congress"
5012,2013-01-16,Incoming Members of Congress Not Exactly Average Joes
5013,2013-01-16,Europe Weighs Requiring Firms to Disclose Data Breaches
5014,2013-01-17,F.D.A. Seeks to Tighten Regulation of All-Metal Hip Implants
5015,2013-01-17,Key Gun Proposals Requiring Congressional Action
5016,2013-01-17,Daily Report: Europe Weighs Requiring Firms to Disclose Data Breaches
5017,2013-01-17,Facebook’s Other Big Disruption
5018,2013-01-17,Arizona Congresswoman Hires Immigrant Activist After She Details Raid
5019,2013-01-17,Facebook App Adds Free Voice Calls. Will Anyone Care?
5020,2013-01-17,Will Congress Approve Obama's Gun Plan?
5021,2013-01-18,Louise Glück’s Metamorphoses
5022,2013-01-18,Private Posts on Facebook Revealed
5023,2013-01-19,Search Option From Facebook Is a Privacy Test
5024,2013-01-21,This Week in Small Business: Facebook Search
5025,2013-01-23,Amgen Gets a Gift From Congress
5026,2013-01-23,"Facing Congress, Clinton Defends Her Actions Before and After Libya Attack"
5027,2013-01-23,U.S. Charges Three With Hacking
5028,2013-01-25,Facebook Chief to Hold Fund-Raiser for Christie
5029,2013-01-26,"Openly Gay, and Openly Welcomed in Congress"
5030,2013-01-28,A Pledge From Congress
5031,2013-01-28,Pentagon Expanding Cybersecurity Force to Protect Networks Against Attacks
5032,2013-01-29,Congress Approves $51 Billion in Aid for Hurricane Victims
5033,2013-01-29,"Today’s Scuttlebot: G.E.’s Internet, and Facebook Search Warning"
5034,2013-01-29,"For Search, Facebook Had to Go Beyond ‘Robospeak’"
5035,2013-01-29,"Daily Report: For Search, Facebook Had to Go Beyond ‘Robospeak’"
5036,2013-01-29,No Pay? Little Sacrifice for Many in Congress
5037,2013-01-29,Today’s Scuttlebot: Stolen Facebook IDs and All About Zelda
5038,2013-01-30,Congress Takes Up Gun Violence
5039,2013-01-30,An App That May Overshare on Facebook
5040,2013-01-30,Facebook’s Solid Results Are Greeted Cautiously
5041,2013-01-31,How Facebook Can Justify Its High Valuation
5042,2013-01-31,Congress Passes Debt Bill as a $1 Trillion Ax Looms
5043,2013-02-01,Google Makes Offer in 3-Year European Antitrust Case
5044,2013-02-01,British Antiterrorism Official Sentenced in Hacking Scandal
5045,2013-02-01,Bank of America Suffers Widespread Outages; Hacking Is Not Suspected
5046,2013-02-05,Facebook to Tell Users They Are Being Tracked
5047,2013-02-05,Obama Urges Congress to Act to Stave Off Cuts
5048,2013-02-05,"Most Facebook Users Have Taken a Break From the Site, Survey Finds"
5049,2013-02-05,"Today’s Scuttlebot: A Social Creative Network, and a Bit of Hacking History"
5050,2013-02-06,Staying Private on the New Facebook
5051,2013-02-07,Share Your Fashion Week Instagrams
5052,2013-02-07,Congress to See Memo Backing Drone Attacks on Americans
5053,2013-02-07,Straight Outta Congress: A Hip-Hop Tribute to ‘House of Cards’
5054,2013-02-07,"Cardiss Collins, Fighter in Congress for Equality and the Poor, Dies at 81"
5055,2013-02-07,Iowa Congressman Pushes Back Against Rove Group
5056,2013-02-07,New Stuff I’ve Learned Since My Facebook Privacy Tool Kit
5057,2013-02-08,"For Democrats in G.O.P.-Led House, a New Congress Means Some New Muscle"
5058,2013-02-08,Instagramming Fashion Week
5059,2013-02-08,"Today’s Scuttlebot: Bush Hacking, and Online Gambling From New Jersey"
5060,2013-02-08,The Storm on Instagram
5061,2013-02-09,An Instagram Moment
5062,2013-02-11,What a Company Knew About Its Metal Hips
5063,2013-02-11,"Congressman Clarifies: He’s Pro-‘Argo,’ but It’s No Conspiracy"
5064,2013-02-12,"Nextdoor, a Network for Neighborhoods, Attracts Early Backer of Facebook and LinkedIn"
5065,2013-02-13,The President’s Challenge to Congress
5066,2013-02-13,Six More Journalists Held in British Hacking Case
5067,2013-02-13,Giving Congress Information
5068,2013-02-14,Tip of the Week: Adjusting Facebook Photo Previews
5069,2013-02-14,Now Hear This: Library of Congress Issues Plan to Preserve Recordings
5070,2013-02-15,Facebook Says Hackers Breached Its Computers
5071,2013-02-19,Chinese Army Unit Is Seen as Tied to Hacking Against U.S.
5072,2013-02-19,Accusations of Chinese Hacking in Coke’s Failed Big Deal
5073,2013-02-19,Daily Report: Chinese Army Unit Is Tied to Hacking Against U.S.
5074,2013-02-19,"Palestinian Blogger Chips Away at Israel’s Image, One Ill-Advised Instagram at a Time"
5075,2013-02-19,Minnesota Congressman Meets Somali President
5076,2013-02-20,"Hacking Campaign, Seen as Linked to China’s Army, Targets U.S. Industry and Government"
5077,2013-02-20,Anheuser-Busch and U.S. in Talks to Resolve Antitrust Concerns
5078,2013-02-21,Some Victims of Online Hacking Edge Into the Light
5079,2013-02-21,Daily Report: A New Candor In Disclosing Hacking Attacks
5080,2013-02-21,"Today’s Scuttlebot: Shunning Facebook, and Instagram Vision"
5081,2013-02-22,Shocking Congress in the ’60s
5082,2013-02-23,Congress Set to Consider Tighter Rules on Firearms
5083,2013-02-25,Twitter Hacking Puts Focus on Security for Brands
5084,2013-02-25,The Breakfast Meeting: NBC Ratings Tumble and Twitter Hacking Can Undermine Brands
5085,2013-02-26,Automatic Budget Cuts Loom as President and Congress Don’t Compromise
5086,2013-02-26,Instagram Your Local Escapes
5087,2013-02-26,Hacking Your Soda-Making Machine
5088,2013-02-27,An Eerie Silence on Cybersecurity
5089,2013-02-27,Internet Sleuths Add Evidence to Chinese Military Hacking Accusations
5090,2013-02-27,Iowa Congressman Says He Won’t Run for Senate
5091,2013-02-28,Congress’s Power to Protect the Vote
5092,2013-02-28,Facebook Buys Service to Show Targeted Ads Across the Web
5093,2013-03-01,Argentina: Congress Supports Deal With Iran to Investigate 1994 Blast
5094,2013-03-01,How to Beat Some Facebook Scammers
5095,2013-03-01,"Despite the Dysfunction, Congress Still Has Fans "
5096,2013-03-01,"Common Core Practice | Twitter Hacking, Working From Home and Fake Viral Videos"
5097,2013-03-03,"Disruptions: As User Interaction on Facebook Drops, Sharing Comes at a Cost"
5098,2013-03-04,"As Hacking Against U.S. Rises, Experts Try to Pin Down Motive"
5099,2013-03-04,Strong Calls for Change on Eve of China’s National Congress
5100,2013-03-05,Study: Facebook Users More Protective Even as They Reveal More About Themselves
5101,2013-03-05,Facebook News Feed Draws More Criticism
5102,2013-03-05,"White House Tours Halted Over Cuts; Congress Says, ‘We’re Open’"
5103,2013-03-05,"Each Facebook Post Seen by One-Third of Friends, on Average"
5104,2013-03-07,Guns and Congress
5105,2013-03-07,"Face-Lift at Facebook, to Keep Its Users Engaged"
5106,2013-03-07,"Daily Report: Face-Lift at Facebook, to Keep Its Users Engaged"
5107,2013-03-07,Obama Continues Congressional Outreach With White House Lunch
5108,2013-03-07,"The Breakfast Meeting: Time Warner to Spin Off Time Inc., and Facebook’s New Look"
5109,2013-03-07,"Facebook Shows Off New Home Page Design, Including Bigger Pictures"
5110,2013-03-07,Test Run: Facebook’s New News Feed
5111,2013-03-08,"Today’s Scuttlebot: Fighting Facebook Ads, and Chinese Surveillance"
5112,2013-03-08,George Shultz Presses Congress to Act on Climate Change
5113,2013-03-08,Detroit Metal Largely Absent at Swiss Show
5114,2013-03-09,Congress Gets in the Way
5115,2013-03-09,Queens Congressman Attends Chávez Funeral
5116,2013-03-11,"Today’s Scuttlebot:  Online Etiquette in Flux, and Facebook Hacking Defense"
5117,2013-03-12,"Metal Gear Rising, Half the Sky Movement, Real Racing 3, MLB 13 and Aliens"
5118,2013-03-13,Q&A: Quieting a Noisy Facebook
5119,2013-03-13,Congressional Committees Make Some Gun-Rights Provisions Permanent
5120,2013-03-13,Netflix Allows Americans to Share Viewing Choices with Facebook Friends
5121,2013-03-14,Private Equity Firms Fail in Effort to Have Antitrust Case Dismissed
5122,2013-03-14,Senate Race May Be Last Chance for Cautious Congressman to Fulfill Dream
5123,2013-03-14,Opinion Report: Congressional Sportsmen
5124,2013-03-14,Private Equity Antitrust Lawsuit Goes Forward
5125,2013-03-14,Thomson Reuters Editor Is Charged in Hacking of News Site
5126,2013-03-15,The Breakfast Meeting: Editor Charged With Hacking and Reform Talks in Britain Break Down
5127,2013-03-15,"Weighing Metaphysics, Mortality and, Yes, Infatuation"
5128,2013-03-15,Beijing’s Retirees Keep Eye Out for Trouble During Party Congress
5129,2013-03-18,"Tax Credits or Spending? Labels, but in Congress, Fighting Words"
5130,2013-03-18,Lawmaker Says Britons Agree to New Press Rules After Hacking Scandal
5131,2013-03-19,Massachusetts: M.I.T. Will Release Documents in Hacking Case
5132,2013-03-20,A Sophisticated Instagram Alternative
5133,2013-03-21,Search Tool on Facebook Puts Network to Work
5134,2013-03-21,"As Hacking Continues, Concerns Grow That Chinese-Americans May Suffer"
5135,2013-03-21,"Library of Congress Makes Room for Simon & Garfunkel, Van Cliburn and the Ramones"
5136,2013-03-21,Executives Press European Antitrust Chief on Google
5137,2013-03-21,"President May Be Quarterback, but Today Congress Plays a Different Game"
5138,2013-03-21,"As Congress Votes to Avert One Fiscal Crisis, Boehner Moves On to Another"
5139,2013-03-22,Europe Weighs iPhone Sale Deals With Carriers for Antitrust Abuse
5140,2013-03-22,Daily Report: Europe Weighs iPhone Sale Deals With Carriers for Antitrust Abuse
5141,2013-03-22,Q&A: Picking an Audience for Your Facebook Updates
5142,2013-03-22,Finding Their Next Facebook
5143,2013-03-25,"What You Didn’t Post, Facebook May Still Know"
5144,2013-03-26,Instagram and the New Era of Paparazzi
5145,2013-03-27,The Art of Heavy-Metal Blunders
5146,2013-03-28,Court Rejects Antitrust Suit in Victory for Comcast
5147,2013-03-28,"As Court Considers Marriage Law, Chief Architect Seeks to Return to Congress"
5148,2013-03-28,"Today’s Scuttlebot: Chosen for Glass, and Serious Facebook Games"
5149,2013-03-29,"Riding Wave of Popularity, Craft Brewers Ask Congress for a Tax Cut"
5150,2013-03-29,Palestinians Fight Prison Sentences for Mocking Their President on Facebook
5151,2013-03-29,New Phone by Facebook to Showcase Its Network
5152,2013-03-29,Who Are the Best Voices in the History of Metal?
5153,2013-03-29,Bipartisan Rebuke for Republican Congressman Who Used Slur
5154,2013-04-04,Facebook Is Expected to Introduce Its Phone
5155,2013-04-04,The Arrival of Facebook’s Phone
5156,2013-04-04,Facebook Software Puts It Front and Center on Android Phones
5157,2013-04-04,"Today’s Scuttlebot: Not-So-Private Messages, and Facebook’s New Phone"
5158,2013-04-05,"Path to Citizenship Divides Congress and, Polls Show, Confuses Country"
5159,2013-04-05,. . . Congress Disposes
5160,2013-04-05,Anheuser-Busch Merger Deal Clears an Antitrust Hurdle
5161,2013-04-06,Ties Between Congress and the Tax Lobby
5162,2013-04-08,Obama Must Walk Fine Line as Congress Takes Up Agenda
5163,2013-04-09,Gun Control Meets an Unforgiving Math in Congress
5164,2013-04-09,The Top Republicans to Watch in Congress
5165,2013-04-09,The Top Democrats to Watch in Congress
5166,2013-04-09,World’s Tech Companies Look to Brussels to Resolve Antitrust Complaints
5167,2013-04-09,"G.M. Returns to Facebook for a Test, for Now"
5168,2013-04-10,Facebook Grabs for Your Phone. What Gives?
5169,2013-04-10,Facebook Refines Ad Targeting
5170,2013-04-11,"Yipes, It’s Congress on the Move"
5171,2013-04-11,Never Mind Facebook; Winklevoss Twins Rule in Digital Money
5172,2013-04-12,Nasdaq Cuts Chief’s Bonus Over Facebook I.P.O.
5173,2013-04-12,"Opinion Report: Postal Service, Congressional Chattel"
5174,2013-04-12,Facebook Helps Reduce Prom-Dress Angst
5175,2013-04-13,Congress Is Socially Insecure
5176,2013-04-15,Daily Report: European Regulators and Google Reach an Antitrust Deal
5177,2013-04-17,Civil Liberties Fears Doom House Cybersecurity Bill
5178,2013-04-17,Top Obama Officials Differ on Syrian Rebels in Testimony to Congress
5179,2013-04-19,"In Congress, a Bill Seeks to Tie Municipal Borrowing Power to Public Pension Disclosure"
5180,2013-04-19,Antitrust Agreement in Merger of Brewers
5181,2013-04-22,"Today’s Scuttlebot: Amazon Pilots, and Facebook in Iowa"
5182,2013-04-22,U.S. and China Put Focus on Cybersecurity
5183,2013-04-23,Fed Still Owes Congress a Blueprint on Its Emergency Lending
5184,2013-04-23,"The Year in Hacking, by the Numbers"
5185,2013-04-23,Putting a Dollar Value on a Facebook Fan
5186,2013-04-23,"In Hacking, A.P. Twitter Feed Sends False Report of Explosions"
5187,2013-04-24,"Australia Arrests the Professed Head of LulzSec, Which Claims a C.I.A. Hacking"
5188,2013-04-25,Investigations Expand in Hacking of A.P. Twitter Feed
